NOME;COLUNAS;LINHAS;ALPHA;THETA;T LAB;T C2G
"data/isolum050.ppm";50;50;5;0;0;3,124000
"data/isolum050.ppm";50;50;10;0;0;3,145000
"data/isolum050.ppm";50;50;15;0;0;3,409000
"data/isolum050.ppm";50;50;20;0;0;3,176000
"data/isolum050.ppm";50;50;25;0;0;3,520000
"data/isolum050.ppm";50;50;5;45;0;3,491000
"data/isolum050.ppm";50;50;10;45;0;3,081000
"data/isolum050.ppm";50;50;15;45;0;3,074000
"data/isolum050.ppm";50;50;20;45;0,01;3,076000
"data/isolum050.ppm";50;50;25;45;0;3,076000
"data/isolum050.ppm";50;50;5;90;0;3,936000
"data/isolum050.ppm";50;50;10;90;0;3,920000
"data/isolum050.ppm";50;50;15;90;0;3,097000
"data/isolum050.ppm";50;50;20;90;0;3,402000
"data/isolum050.ppm";50;50;25;90;0;3,509000
"data/isolum050.ppm";50;50;5;135;0;3,087000
"data/isolum050.ppm";50;50;10;135;0;3,079000
"data/isolum050.ppm";50;50;15;135;0;3,597000
"data/isolum050.ppm";50;50;20;135;0;3,096000
"data/isolum050.ppm";50;50;25;135;0;3,121000
"data/isolum050.ppm";50;50;5;180;0;3,081000
"data/isolum050.ppm";50;50;10;180;0;3,133000
"data/isolum050.ppm";50;50;15;180;0;3,078000
"data/isolum050.ppm";50;50;20;180;0;3,209000
"data/isolum050.ppm";50;50;25;180;0;3,380000
"data/isolum050.ppm";50;50;5;225;0;4,769000
"data/isolum050.ppm";50;50;10;225;0;3,090000
"data/isolum050.ppm";50;50;15;225;0;3,292000
"data/isolum050.ppm";50;50;20;225;0;3,075000
"data/isolum050.ppm";50;50;25;225;0;3,082000
"data/isolum050.ppm";50;50;5;270;0;3,084000
"data/isolum050.ppm";50;50;10;270;0;3,111000
"data/isolum050.ppm";50;50;15;270;0;3,631000
"data/isolum050.ppm";50;50;20;270;0;3,082000
"data/isolum050.ppm";50;50;25;270;0;3,093000
"data/isolum050.ppm";50;50;5;315;0;3,359000
"data/isolum050.ppm";50;50;10;315;0;3,316000
"data/isolum050.ppm";50;50;15;315;0;3,409000
"data/isolum050.ppm";50;50;20;315;0;3,516000
"data/isolum050.ppm";50;50;25;315;0;3,754000
"data/isolum100.ppm";100;100;5;0;0,01;29,184000
"data/isolum100.ppm";100;100;10;0;0,01;28,830999
"data/isolum100.ppm";100;100;15;0;0,01;29,660000
"data/isolum100.ppm";100;100;20;0;0;30,917999
"data/isolum100.ppm";100;100;25;0;0;30,747999
"data/isolum100.ppm";100;100;5;45;0;29,341000
"data/isolum100.ppm";100;100;10;45;0,01;29,280001
"data/isolum100.ppm";100;100;15;45;0,01;31,118000
"data/isolum100.ppm";100;100;20;45;0,01;30,959999
"data/isolum100.ppm";100;100;25;45;0;30,693001
"data/isolum100.ppm";100;100;5;90;0;28,874001
"data/isolum100.ppm";100;100;10;90;0;29,299000
"data/isolum100.ppm";100;100;15;90;0;29,955999
"data/isolum100.ppm";100;100;20;90;0;30,872999
"data/isolum100.ppm";100;100;25;90;0;30,480000
"data/isolum100.ppm";100;100;5;135;0;29,680000
"data/isolum100.ppm";100;100;10;135;0;29,247000
"data/isolum100.ppm";100;100;15;135;0;30,315001
"data/isolum100.ppm";100;100;20;135;0;30,461000
"data/isolum100.ppm";100;100;25;135;0;30,764000
"data/isolum100.ppm";100;100;5;180;0;29,291000
"data/isolum100.ppm";100;100;10;180;0,01;29,315001
"data/isolum100.ppm";100;100;15;180;0,01;29,966000
"data/isolum100.ppm";100;100;20;180;0;31,211000
"data/isolum100.ppm";100;100;25;180;0,01;31,319000
"data/isolum100.ppm";100;100;5;225;0;29,844999
"data/isolum100.ppm";100;100;10;225;0,01;29,372999
"data/isolum100.ppm";100;100;15;225;0;30,006001
"data/isolum100.ppm";100;100;20;225;0;30,615000
"data/isolum100.ppm";100;100;25;225;0;30,799000
"data/isolum100.ppm";100;100;5;270;0;29,441000
"data/isolum100.ppm";100;100;10;270;0;28,754999
"data/isolum100.ppm";100;100;15;270;0;29,813999
"data/isolum100.ppm";100;100;20;270;0;30,834999
"data/isolum100.ppm";100;100;25;270;0;31,941999
"data/isolum100.ppm";100;100;5;315;0;29,327000
"data/isolum100.ppm";100;100;10;315;0;28,837000
"data/isolum100.ppm";100;100;15;315;0;29,980000
"data/isolum100.ppm";100;100;20;315;0;30,896999
"data/isolum100.ppm";100;100;25;315;0;31,188000
"data/isolum200.ppm";200;200;5;0;0,01;377,335999
"data/isolum200.ppm";200;200;10;0;0,02;377,940002
"data/isolum200.ppm";200;200;15;0;0,02;378,075989
"data/isolum200.ppm";200;200;20;0;0,02;377,329987
"data/isolum200.ppm";200;200;25;0;0,01;380,278015
"data/isolum200.ppm";200;200;5;45;0,01;377,395996
"data/isolum200.ppm";200;200;10;45;0,02;378,269012
"data/isolum200.ppm";200;200;15;45;0,02;377,778992
"data/isolum200.ppm";200;200;20;45;0,01;377,457001
"data/isolum200.ppm";200;200;25;45;0,02;382,283997
"data/isolum200.ppm";200;200;5;90;0,01;377,359009
"data/isolum200.ppm";200;200;10;90;0,02;377,345001
"data/isolum200.ppm";200;200;15;90;0,02;377,352997
"data/isolum200.ppm";200;200;20;90;0,01;377,733002
"data/isolum200.ppm";200;200;25;90;0,02;380,289001
"data/isolum200.ppm";200;200;5;135;0,02;377,203003
